0.840291,2.13937,-0.948603
-1.15627,2.0129,-0.765127
-1.15296,2.19983,-0.795924
0.840291,2.13937,-0.948603
0.836981,1.95245,-0.917805
-1.16115,1.81813,-0.751732
-1.15627,2.0129,-0.765127
0.8321,1.75768,-0.90441
-1.16115,1.81813,-0.751732
0.836981,1.95245,-0.917805
0.8321,1.75768,-0.90441
-1.03649,1.62629,0.963184
-1.02675,1.81492,1.01564
0.9665,1.75447,0.862964
0.95676,1.56583,0.810505
-1.04854,1.45163,0.874998
-1.03649,1.62629,0.963184
0.95676,1.56583,0.810505
0.944708,1.39117,0.722319
-1.06244,1.29764,0.754475
-1.04854,1.45163,0.874998
0.944708,1.39117,0.722319
0.930806,1.23719,0.601796
-1.07766,1.17026,0.606247
-1.06244,1.29764,0.754475
0.930806,1.23719,0.601796
0.915589,1.10981,0.453568
-1.09361,1.07437,0.43601
-1.07766,1.17026,0.606247
0.915589,1.10981,0.453568
0.899641,1.01392,0.283332
-1.10967,1.01366,0.250307
-1.09361,1.07437,0.43601
0.899641,1.01392,0.283332
0.883575,0.953208,0.097628
-1.12524,0.990467,0.056273
-1.10967,1.01366,0.250307
0.883575,0.953208,0.097628
0.868009,0.930012,-0.096406
-1.13971,1.00567,-0.138634
-1.12524,0.990467,0.056273
0.868009,0.930012,-0.096406
0.853541,0.945219,-0.291313
-1.15252,1.0587,-0.326925
-1.13971,1.00567,-0.138634
0.853541,0.945219,-0.291313
0.840726,0.998245,-0.479604
-1.16319,1.14751,-0.501364
-1.15252,1.0587,-0.326925
0.840726,0.998245,-0.479604
0.830058,1.08705,-0.654042
-1.1713,1.26869,-0.655246
-1.16319,1.14751,-0.501364
0.830058,1.08705,-0.654042
0.821947,1.20823,-0.807924
-1.17655,1.41758,-0.782659
-1.1713,1.26869,-0.655246
0.821947,1.20823,-0.807924
0.816702,1.35712,-0.935337
-1.17872,1.58845,-0.878706
-1.17655,1.41758,-0.782659
0.816702,1.35712,-0.935337
0.814528,1.528,-1.03138
-1.17774,1.77476,-0.939695
-1.17872,1.58845,-0.878706
0.814528,1.528,-1.03138
0.815507,1.7143,-1.09237
0.798345,2.24346,-1.53743
0.79294,2.16802,-1.57813
-1.20031,2.22848,-1.42545
-1.1949,2.30392,-1.38475
0.803664,2.29987,-1.49033
0.798345,2.24346,-1.53743
-1.1949,2.30392,-1.38475
-1.18958,2.36032,-1.33765
0.808692,2.33506,-1.43862
0.803664,2.29987,-1.49033
-1.18958,2.36032,-1.33765
-1.18456,2.39551,-1.28595
0.813236,2.3477,-1.38431
0.808692,2.33506,-1.43862
-1.18456,2.39551,-1.28595
-1.18001,2.40815,-1.23163
0.817122,2.3373,-1.32946
0.813236,2.3477,-1.38431
-1.18001,2.40815,-1.23163
-1.17613,2.39776,-1.17679
0.820198,2.30426,-1.27621
0.817122,2.3373,-1.32946
-1.17613,2.39776,-1.17679
-1.17305,2.36472,-1.12353
0.822349,2.24985,-1.22658
0.820198,2.30426,-1.27621
-1.17305,2.36472,-1.12353
-1.1709,2.3103,-1.0739
0.823491,2.17615,-1.18249
0.822349,2.24985,-1.22658
-1.1709,2.3103,-1.0739
-1.16975,2.2366,-1.02981
0.823581,2.086,-1.14563
0.823491,2.17615,-1.18249
-1.16975,2.2366,-1.02981
-1.16967,2.14645,-0.992955
0.822614,1.98287,-1.11742
0.823581,2.086,-1.14563
-1.16967,2.14645,-0.992955
-1.17063,2.04332,-0.964745
0.820627,1.87072,-1.09895
0.822614,1.98287,-1.11742
-1.17063,2.04332,-0.964745
-1.17262,1.93117,-0.946269
0.816648,1.71469,-1.08912
0.820627,1.87072,-1.09895
-1.1766,1.77514,-0.936443
0.816648,1.71469,-1.08912
-1.17262,1.93117,-0.946269
-1.1766,1.77514,-0.936443
0.945669,1.71463,0.606783
0.953353,1.82459,0.663562
-1.0399,1.88504,0.81624
-1.04758,1.77509,0.759462
0.93497,1.59682,0.513756
0.945669,1.71463,0.606783
-1.04758,1.77509,0.759462
-1.05828,1.65727,0.666434
0.922151,1.48984,0.388758
0.93497,1.59682,0.513756
-1.05828,1.65727,0.666434
-1.0711,1.5503,0.541437
0.908094,1.40549,0.238646
0.922151,1.48984,0.388758
-1.0711,1.5503,0.541437
-1.08515,1.46594,0.391324
0.893608,1.35083,0.071169
0.908094,1.40549,0.238646
-1.08515,1.46594,0.391324
-1.09964,1.41128,0.223847
0.879436,1.32975,-0.1055
0.893608,1.35083,0.071169
-1.09964,1.41128,0.223847
-1.11381,1.3902,0.047179
0.866261,1.34355,-0.282961
0.879436,1.32975,-0.1055
-1.11381,1.3902,0.047179
-1.12699,1.40401,-0.130283
0.854703,1.39128,-0.452768
0.866261,1.34355,-0.282961
-1.12699,1.40401,-0.130283
-1.13855,1.45174,-0.300089
0.84529,1.4694,-0.606576
0.854703,1.39128,-0.452768
-1.13855,1.45174,-0.300089
-1.14796,1.52985,-0.453898
0.838437,1.57114,-0.736322
0.84529,1.4694,-0.606576
-1.14796,1.52985,-0.453898
-1.15481,1.63159,-0.583644
0.834363,1.68502,-0.83462
0.838437,1.57114,-0.736322
-1.15481,1.63159,-0.583644
-1.15889,1.74548,-0.681942
0.832895,1.79255,-0.896346
0.834363,1.68502,-0.83462
-1.15889,1.74548,-0.681942
-1.16035,1.853,-0.743668
0.833807,1.93502,-0.940849
0.832895,1.79255,-0.896346
-1.16035,1.853,-0.743668
-1.15944,1.99547,-0.788171
-1.2218,2.12327,-1.66442
-1.21948,2.18213,-1.65745
-1.21948,2.18213,-1.65745
-1.21122,2.35579,-1.61829
-1.20559,2.1369,-1.45818
-1.20624,2.12327,-1.46125
0.790358,2.12327,-1.59412
0.79294,2.16802,-1.57813
-1.20031,2.22848,-1.42545
-1.20559,2.1369,-1.45818
0.816648,1.71469,-1.08912
0.8321,1.75768,-0.90441
-1.16115,1.81813,-0.751732
-1.1766,1.77514,-0.936443
-1.02387,1.89468,1.02165
-1.02675,1.81492,1.01564
0.957082,1.89468,0.684491
0.953353,1.82459,0.663562
-1.0399,1.88504,0.81624
-1.03938,1.89468,0.819119
0.833807,1.93502,-0.940849
0.815507,1.7143,-1.09237
-1.17774,1.77476,-0.939695
-1.15944,1.99547,-0.788171
0.9665,1.75447,0.862964
0.971562,1.89468,0.873529
0.78203,2.29533,-1.77097
0.773839,2.12327,-1.80977
